prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,head,token_count_actual,n_nodes,n_edges,lcc_size,density,mean_forman_curvature,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,avg_shortest_path_lcc,edge_weight_mean,edge_weight_std,row_entropy_mean,row_entropy_std
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,9,12,11,55,11,0.5,45.95828536192038,5.0,5.0,10.0,10.0,1.618383605693042,2.063178712411266,0.7994803188986459,1.3217798829078675,0.6757437291896541
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,10,12,11,55,11,0.5,56.806754305815154,5.0,5.0,10.0,10.0,1.5030061345849421,2.2326555117181144,1.0608249788613457,1.2279273450374604,0.6411107542413415
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,11,12,11,54,11,0.4909090909090909,50.819460015476324,4.909090909090909,4.909090909090909,10.0,10.0,1.3926585115017434,2.171115573707048,0.9983154487452202,1.2419062674045562,0.6165093323170089
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,0,12,11,55,11,0.5,46.63016975546498,5.0,5.0,10.0,10.0,1.7769595892866814,2.0579911063204555,0.8584753887865751,1.3634603857994079,0.6598489169999417
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,1,12,11,54,11,0.4909090909090909,55.374292587895035,4.909090909090909,4.909090909090909,9.0,10.0,1.6390819835062407,2.246396575198537,1.1396226275950654,1.2271857738494873,0.5836983565747026
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,2,12,11,55,11,0.5,53.68684687040353,5.0,5.0,10.0,10.0,1.7262757907913258,2.1834488637133656,0.9967946079457611,1.260251659154892,0.6126716104497558
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,3,12,11,55,11,0.5,56.039566305571896,5.0,5.0,10.0,10.0,1.6629567557336904,2.2264719400141986,1.032769044919061,1.2149360656738282,0.697032217556694
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,4,12,11,55,11,0.5,46.177793700157466,5.0,5.0,10.0,10.0,1.8009135373845893,2.0511588264378475,0.8452099971948992,1.3708070278167725,0.663942928492718
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,5,12,11,53,11,0.4818181818181818,41.18335093619843,4.818181818181818,4.818181818181818,9.0,10.0,1.8617571649304092,2.0236549023712804,0.8759110923507846,1.3471406519412994,0.6237529512547743
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,6,12,11,55,11,0.5,53.49973735087317,5.0,5.0,10.0,10.0,1.7237758689459066,2.1718860732723906,1.011788989530735,1.2914916276931763,0.6087909723011219
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,7,12,11,54,11,0.4909090909090909,50.491577951947555,4.909090909090909,4.909090909090909,10.0,10.0,1.715289095453354,2.142415383928529,1.0321297781042118,1.3064207434654236,0.6016437465210267
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,8,12,11,54,11,0.4909090909090909,60.95207528481697,4.909090909090909,4.909090909090909,10.0,10.0,1.573242076271909,2.319375431253291,1.2083453766678687,1.1760583221912384,0.5613833763895829
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,9,12,11,54,11,0.4909090909090909,50.1880443970386,4.909090909090909,4.909090909090909,10.0,10.0,1.7232958810515107,2.150670405898324,1.0094526308284038,1.283827781677246,0.5919452415771042
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,10,12,11,55,11,0.5,58.46563312406286,5.0,5.0,10.0,10.0,1.6369810449521334,2.2546435488894465,1.1011760858467394,1.223330134153366,0.6571357917597732
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,11,12,11,50,11,0.45454545454545453,37.21744615379984,4.545454545454546,4.545454545454546,10.0,8.0,1.590987884611173,2.295182739382735,1.2227824468099144,1.0443267107009888,0.648247654405179
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,0,13,12,66,12,0.5,49.27828916960278,5.5,5.5,11.0,11.0,1.9926160890155071,2.0601388970816723,0.7007834994504547,1.4999509724703701,0.6961013041299502
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,1,13,12,62,12,0.4696969696969697,47.11475106761196,5.166666666666667,5.166666666666667,11.0,10.0,1.4602088311098234,2.2743241218123926,1.0745860707373234,1.2533016800880432,0.6525083086640205
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,2,13,12,66,12,0.5,51.50167377060168,5.5,5.5,11.0,11.0,1.7530142294528268,2.09441332492946,0.7564859375742549,1.4691495136781172,0.7119653169543034
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,3,13,12,65,12,0.49242424242424243,57.33056553041121,5.416666666666667,5.416666666666667,10.0,11.0,1.9653228776085052,2.208288537210051,0.9677683686595129,1.3887149854139849,0.6175150480885787
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,4,13,12,66,12,0.5,78.99096328820924,5.5,5.5,11.0,11.0,1.8179653979887593,2.5075992224926966,1.196975694757072,1.1495050476355986,0.7216251130518659
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,5,13,12,66,12,0.5,54.62027309986391,5.5,5.5,11.0,11.0,1.9764910906735296,2.1301103013894873,0.8577913438006077,1.4692730470137163,0.6798706677366373
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,6,13,12,64,12,0.48484848484848486,58.146153789776335,5.333333333333333,5.333333333333333,11.0,11.0,1.6405339665816925,2.2385654833851616,1.016637098846139,1.3366930322213606,0.6554907381114509
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,7,13,12,42,12,0.3181818181818182,-21.351679735201625,3.5,3.5,11.0,7.0,1.6699005553219035,1.9646342109900237,1.2701545351185382,0.9342788471416994,0.6793871473658645
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,8,13,12,66,12,0.5,52.54935409719017,5.5,5.5,11.0,11.0,1.7809062213923725,2.1088218805638617,0.7855931150909685,1.455186833034862,0.7379340734701332
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,9,13,12,66,12,0.5,62.79339065745317,5.5,5.5,11.0,11.0,1.9409522543289304,2.2704750775382037,0.9687629797405909,1.3313194675879045,0.6084045922210923
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,10,13,12,66,12,0.5,56.67923759023256,5.5,5.5,11.0,11.0,1.9443209422475118,2.1734645700050925,0.8691497564957924,1.4132902134548535,0.6819559171905267
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,11,13,12,66,12,0.5,59.475371937335005,5.5,5.5,11.0,11.0,1.8863596542310286,2.2085637146928936,0.9397684803575362,1.405261066826907,0.6224102015974768
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,0,13,12,66,12,0.5,52.27315021305885,5.5,5.5,11.0,11.0,1.8331065392382913,2.0995118063075755,0.7930283045462264,1.4803091233426875,0.7009075089743331
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,1,13,12,64,12,0.48484848484848486,56.7744895438954,5.333333333333333,5.333333333333333,10.0,11.0,1.7529802627337796,2.2243191474007036,1.0170960761448118,1.366873475638303,0.6308243256908848
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,2,13,12,66,12,0.5,60.48094256135524,5.5,5.5,11.0,11.0,1.8700702688380797,2.2255089093178544,0.9534027088844771,1.390058696269989,0.6296525677393672
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,3,13,12,66,12,0.5,63.64313887607966,5.5,5.5,11.0,11.0,1.9023327844012559,2.2696938254276495,1.0140933999159851,1.3620948683131824,0.6044890783994942
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,4,13,12,66,12,0.5,61.290234332613046,5.5,5.5,11.0,11.0,1.7942657220351081,2.2274020972972908,0.9912573196495125,1.4046983068639582,0.6812631510109772
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,5,13,12,66,12,0.5,59.76329231135629,5.5,5.5,11.0,11.0,1.640902024125332,2.2164914018370148,0.9363651193138945,1.3889557285742327,0.6665187687020224
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,6,13,12,66,12,0.5,54.1783002101624,5.5,5.5,11.0,11.0,1.9982271762938395,2.128937935923952,0.834265378143749,1.4647091572934932,0.6686000379852752
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,7,13,12,64,12,0.48484848484848486,53.348503168786145,5.333333333333333,5.333333333333333,11.0,11.0,1.762433977033864,2.1797518288502298,0.9598095299066711,1.3959045193412087,0.6383243123525986
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,8,13,12,66,12,0.5,65.03288134694881,5.5,5.5,11.0,11.0,1.7827986990507012,2.2822706168493188,1.0542143393697607,1.3636320612647317,0.6356987303105115
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,9,13,12,66,12,0.5,53.91400519032872,5.5,5.5,11.0,11.0,1.83757855980015,2.1265451392715207,0.8243189740950603,1.4572466557676143,0.6782127570869352
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,10,13,12,63,12,0.4772727272727273,46.66730974025578,5.25,5.25,10.0,11.0,1.864614568832353,2.2503175963387565,1.008354506602477,1.2746676477518948,0.632023066045595
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,11,13,12,59,12,0.44696969696969696,45.15886571180496,4.916666666666667,4.916666666666667,11.0,10.0,1.8328332386668862,2.3384221497439297,1.2024699385242537,1.143495337529616,0.6110978547857658
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,0,12,11,55,11,0.5,40.84494722021943,5.0,5.0,10.0,10.0,1.8029912889919801,1.9575018246363871,0.7023248684823762,1.4367801547050476,0.7001148410053311
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,1,12,11,53,11,0.4818181818181818,64.41577499834493,4.818181818181818,4.818181818181818,10.0,10.0,1.2762412872228062,2.4474424533117576,1.3211679609912619,1.0581900954246521,0.544615862944064
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,2,12,11,55,11,0.5,48.86277431442594,5.0,5.0,10.0,10.0,1.7002080848124208,2.092060258349359,0.9195835808721167,1.3367205142974854,0.7201823067284817
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,3,12,11,55,11,0.5,46.543402549618925,5.0,5.0,10.0,10.0,1.7586991026570469,2.048461725765627,0.8757952253227964,1.3878928065299987,0.6583883771783591
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,4,12,11,53,11,0.4818181818181818,34.046625855382565,4.818181818181818,4.818181818181818,10.0,10.0,1.6861134536094957,2.3315045235958967,1.2197381773340226,1.1266112208366394,0.6401398356699443
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,5,12,11,55,11,0.5,49.18055600829232,5.0,5.0,10.0,10.0,1.7124228042955623,2.104482137485592,0.910221191736946,1.3194874554872513,0.7003663828207642
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,6,12,11,55,11,0.5,61.65029515519306,5.0,5.0,10.0,10.0,1.3808116345890655,2.3086661012114056,1.1497417369051528,1.1745340794324874,0.6774399289471209
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,7,12,11,37,11,0.33636363636363636,9.11967128917872,3.3636363636363638,3.3636363636363638,10.0,6.0,1.5824076492336017,2.0983166877697856,1.4496462135507417,0.8038543373346329,0.6134965343253687
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,8,12,11,55,11,0.5,48.441960700579955,5.0,5.0,10.0,10.0,1.6948568372188695,2.0927358333232924,0.8917014771497489,1.3309566795825958,0.6525644851644462
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,9,12,11,55,11,0.5,48.05461772649745,5.0,5.0,10.0,10.0,1.7735714639894882,2.0863392290698264,0.8823396955948584,1.332214891910553,0.6499505336751602
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,10,12,11,55,11,0.5,50.35527045070061,5.0,5.0,10.0,10.0,1.7941224421071869,2.1182837599337017,0.949780634654772,1.332500511407852,0.6414841489314397
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,11,12,11,55,11,0.5,57.9840076890329,5.0,5.0,10.0,10.0,1.1020598158019212,2.264168696204986,1.0555777579379313,1.1846539199352264,0.5818389676906762
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,0,12,11,55,11,0.5,44.69573639375408,5.0,5.0,10.0,10.0,1.759340441931071,2.0286767512751043,0.8000494684811396,1.3749359846115112,0.6756376406806673
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,1,12,11,54,11,0.4909090909090909,49.58657957633874,4.909090909090909,4.909090909090909,10.0,10.0,1.6643946232241782,2.1530152509297213,1.0009069245490556,1.2667075216770172,0.6190877902892371
