prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,token_count_actual,mean_forman_curvature_mean,mean_forman_curvature_std,density_mean,density_std,n_edges_mean,n_edges_std,lcc_size_mean,lcc_size_std,row_entropy_mean_mean,row_entropy_mean_std,avg_shortest_path_lcc_mean,avg_shortest_path_lcc_std
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",8,21,85.97077520290584,36.163118720707175,0.4065789473684211,0.06780640372263542,154.5,25.766433414601465,20.0,0.0,1.5537059910987552,0.2735931284183758,2.2480379563757964,0.20987459497660352
B09,logical_relational,comparative_chain,,"If Mira is faster than Lena, and Lena is faster than Paul, then Mira is fastest.",11,21,112.72212451386241,20.828076704300276,0.44539473684210523,0.03306177684104685,169.25,12.563475199597807,20.0,0.0,1.7152152006563386,0.10881238483427237,2.220006183290699,0.23803299568206124
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",8,15,66.1638623783669,19.057987943085177,0.4702380952380953,0.051086188214449345,85.58333333333333,9.297686255029783,14.0,0.0,1.4425537287233732,0.2084440404430544,1.9870904374387723,0.15306432829231637
B10,logical_relational,conditional_containment,,"If the cup is inside the box, then the box contains the cup.",11,15,76.69266702936643,6.744930814533731,0.5,0.0,91.0,0.0,14.0,0.0,1.5437809294806077,0.07855960349429462,1.883239574748937,0.23872837038491307
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,8,12,39.72349379200221,21.783457400938254,0.481060606060606,0.03961845325371599,52.916666666666664,4.35802985790876,11.0,0.0,1.2292294410367808,0.16529195044462833,1.6037258473324643,0.18326637740089777
C01,structured_nonlogical,entity_rich,,Alice and Bob walked through the market beside the old fountain.,11,12,45.80863700914734,8.335114038602297,0.49242424242424243,0.010849238935270107,54.166666666666664,1.1934162828797101,11.0,0.0,1.2697415679693222,0.08188954786756782,1.598949190447291,0.14599762369802577
C02,structured_nonlogical,entity_rich,,Mira and Lena crossed the station near the silver railing.,8,12,47.97171752871401,13.923744462379837,0.4742424242424243,0.05169309730070297,52.166666666666664,5.686240703077327,11.0,0.0,1.1818296109636626,0.16857131692317465,1.615081342668379,0.18090994681178618
C02,structured_nonlogical,entity_rich,,Mira and Lena crossed the station near the silver railing.,11,12,44.83013222402607,9.334165156214825,0.47500000000000003,0.024554635564868716,52.25,2.7010099121355604,11.0,0.0,1.2255652777850627,0.10962691871147896,1.6336798705757156,0.14390691123372956
C03,structured_nonlogical,object_relation,,The red box beside the lamp held three letters and a coin.,8,13,50.86843634059275,21.88074044373438,0.47222222222222227,0.05232044906460526,62.333333333333336,6.906299276527893,12.0,0.0,1.2585206460772138,0.15422147579712733,1.7068813168793422,0.16681228090056563
C03,structured_nonlogical,object_relation,,The red box beside the lamp held three letters and a coin.,11,13,56.08801653812899,4.507995407508061,0.4981060606060606,0.003426265279292759,65.75,0.4522670168666441,12.0,0.0,1.4118545186339002,0.06181217083630454,1.7833670635891357,0.15952654169756714
C04,structured_nonlogical,object_relation,,The silver clock above the desk marked the end of morning.,8,12,48.65056074818835,9.677166971631388,0.49015151515151517,0.016654140045831423,53.916666666666664,1.8319554050414562,11.0,0.0,1.238206192602714,0.13576912752916875,1.5398818050098864,0.25168593629320557
C04,structured_nonlogical,object_relation,,The silver clock above the desk marked the end of morning.,11,12,45.00527668254488,4.263928905145794,0.4954545454545454,0.007252036683795158,54.5,0.7977240352174648,11.0,0.0,1.3463475346565248,0.05450831306346871,1.6644210694933859,0.1601625995087876
C05,structured_nonlogical,entity_rich,,Carl and Dana waited near the garden beside the stone gate.,8,12,37.532088532135425,11.54336860852728,0.4727272727272727,0.04047056048494312,52.0,4.451761653343743,11.0,0.0,1.1960121211906274,0.1638347136639497,1.5960752407795866,0.20602034641745157
C05,structured_nonlogical,entity_rich,,Carl and Dana waited near the garden beside the stone gate.,11,12,43.58410496411611,19.35289190221298,0.48484848484848486,0.02431119721532806,53.333333333333336,2.674231693686084,11.0,0.0,1.2389112710952759,0.11516066564924875,1.5813430688134045,0.17328062612762013
C06,structured_nonlogical,object_relation,,The narrow shelf above the bed supported a lamp and vase.,8,13,48.241606681239624,14.021950518017999,0.47979797979797983,0.032995617882600733,63.333333333333336,4.355421560503296,12.0,0.0,1.334453564024333,0.15235315102955083,1.8200748601316559,0.17947130407306472
C06,structured_nonlogical,object_relation,,The narrow shelf above the bed supported a lamp and vase.,11,13,52.37084820012428,3.1602513489613453,0.4930555555555556,0.005064832753193355,65.08333333333333,0.6685579234215228,12.0,0.0,1.4222570418408422,0.057458174389788015,1.8478794911726564,0.07771544417094418
C07,structured_nonlogical,scene,,The blue train beyond the tunnel carried workers and grain.,8,11,33.178597244546886,15.2230324456305,0.48055555555555557,0.03612082231502772,43.25,3.250874008352495,10.0,0.0,1.1480419809619586,0.14984808033550284,1.52706196077687,0.11791583888528823
C07,structured_nonlogical,scene,,The blue train beyond the tunnel carried workers and grain.,11,11,39.094866733041066,10.535822554172363,0.4962962962962963,0.00986250405109549,44.666666666666664,0.8876253645985951,10.0,0.0,1.2096549490535702,0.08451197110381185,1.5890307744848877,0.12187287488549539
C08,structured_nonlogical,scene,,The small boat beneath the bridge carried fruit and rope.,8,11,30.118067155087502,20.909637391547506,0.47962962962962963,0.034761761998911754,43.166666666666664,3.128558579902058,10.0,0.0,1.1495124385864646,0.1567809333476529,1.4964899648429244,0.1513845157286072
C08,structured_nonlogical,scene,,The small boat beneath the bridge carried fruit and rope.,11,11,42.41213372162689,6.194386079199838,0.49722222222222223,0.005025189076296069,44.75,0.4522670168666447,10.0,0.0,1.1954794465391725,0.08677279489409286,1.5114332057973494,0.14889641308047885
C09,structured_nonlogical,entity_rich,,Alice and Eric stood near the window beside the closed curtain.,8,12,32.29770040483236,21.591504282774398,0.4681818181818182,0.03905341272962201,51.5,4.295875400258421,11.0,0.0,1.1822222145895163,0.17285952538310623,1.533690113789176,0.21126361975184035
C09,structured_nonlogical,entity_rich,,Alice and Eric stood near the window beside the closed curtain.,11,12,43.14554801044756,18.422269323913817,0.48484848484848486,0.023365688990236957,53.333333333333336,2.570225788926064,11.0,0.0,1.2602438061187664,0.10464451040069662,1.5786037013736154,0.1887871850733483
C10,structured_nonlogical,scene,,The black dog beside the porch watched the passing carts.,8,11,35.28196004270254,12.156290492040466,0.47962962962962963,0.039020939825380525,43.166666666666664,3.5118845842842457,10.0,0.0,1.1551226783129904,0.15709179910875168,1.4909996791937565,0.1459088792934422
C10,structured_nonlogical,scene,,The black dog beside the porch watched the passing carts.,11,11,38.87548256677294,3.3706941002690507,0.5,0.0,45.0,0.0,10.0,0.0,1.2702066688625901,0.051421237870648874,1.6147957594252835,0.11946251414607403
D01,semantic_abstract,abstract_evocative,,The hidden memory drifted slowly beneath the shape of longing.,8,11,39.186489708619945,5.099254179577266,0.48888888888888893,0.03213328024360984,44.0,2.8919952219248852,10.0,0.0,1.193814438112356,0.16326710592288407,1.5515426505861614,0.17683588368526026
D01,semantic_abstract,abstract_evocative,,The hidden memory drifted slowly beneath the shape of longing.,11,11,37.80341999654021,3.3098552918130606,0.5,0.0,45.0,0.0,10.0,0.0,1.2654574448587719,0.05705394697794829,1.6233899651469867,0.10682621733521332
D02,semantic_abstract,abstract_evocative,,The silent future pressed against the fragile edge of hope.,8,11,32.49270544832359,18.67422475625004,0.4824074074074074,0.02437010428354526,43.416666666666664,2.193309385519074,10.0,0.0,1.168884372545613,0.1298889433973823,1.4535187481302645,0.19965196007597638
D02,semantic_abstract,abstract_evocative,,The silent future pressed against the fragile edge of hope.,11,11,39.81934567916263,4.968975695141568,0.49722222222222223,0.005025189076296069,44.75,0.4522670168666454,10.0,0.0,1.2419673314800967,0.06962698395412793,1.5640854527925352,0.14440365556734147
D03,semantic_abstract,abstract_evocative,,The unknown shadow moved across the border of meaning.,8,10,25.47839343473269,15.744759741171373,0.4884259259259259,0.0276723588859895,35.166666666666664,1.9924098397912453,9.0,0.0,1.1139199907581012,0.1381233858130699,1.4658793269402208,0.17286313273053533
D03,semantic_abstract,abstract_evocative,,The unknown shadow moved across the border of meaning.,11,10,28.51708294682176,2.219661277378788,0.5,0.0,36.0,0.0,9.0,0.0,1.2115404400974512,0.04245919169168028,1.510829438673828,0.0821829697746864
D04,semantic_abstract,abstract_evocative,,The broken promise lingered within the chamber of regret.,8,11,34.761024568606445,8.98281946765313,0.47962962962962963,0.02499532316897975,43.166666666666664,2.249579085208178,10.0,0.0,1.1634228157776374,0.14919527294531804,1.5079650502231747,0.21689455298345223
D04,semantic_abstract,abstract_evocative,,The broken promise lingered within the chamber of regret.,11,11,42.23660493176575,5.156507480089766,0.49907407407407406,0.003207501495497929,44.916666666666664,0.2886751345948126,10.0,0.0,1.2331075182667484,0.05420969648476165,1.580550398356068,0.09216313482803226
D05,semantic_abstract,abstract_evocative,,The distant sorrow folded gently into the language of sleep.,8,11,37.34238188641806,10.690066817584492,0.49074074074074076,0.01943843100856707,44.166666666666664,1.7494587907710373,10.0,0.0,1.1794471794532406,0.1372577861787006,1.4988441578074756,0.10792391158053677
D05,semantic_abstract,abstract_evocative,,The distant sorrow folded gently into the language of sleep.,11,11,37.381276595592404,3.8990780447565108,0.4953703703703704,0.008810682901097308,44.583333333333336,0.7929614610987592,10.0,0.0,1.2362381344040234,0.07297150996094531,1.5986541513588828,0.09471023040358705
D06,semantic_abstract,abstract_evocative,,The unfinished dream hovered above the threshold of memory.,8,11,36.693518172146035,14.95739234077163,0.4824074074074074,0.03431495154794951,43.416666666666664,3.0883456393154547,10.0,0.0,1.1714746945158199,0.15368196487937397,1.504576775577319,0.17054303465777695
D06,semantic_abstract,abstract_evocative,,The unfinished dream hovered above the threshold of memory.,11,11,37.56357931504915,4.984467580700915,0.487962962962963,0.0160375074774896,43.916666666666664,1.4433756729740639,10.0,0.0,1.2237246251768534,0.06612306330025518,1.5556648528040904,0.09629189945699382
D07,semantic_abstract,abstract_evocative,,The quiet absence settled deeply inside the room of thought.,8,11,36.19892460713593,13.501044573677715,0.49259259259259264,0.012830005981991691,44.333333333333336,1.1547005383792515,10.0,0.0,1.195209327119368,0.10720136831072334,1.571983064605891,0.12865594561827046
D07,semantic_abstract,abstract_evocative,,The quiet absence settled deeply inside the room of thought.,11,11,40.39089769695488,2.7839002230530188,0.5,0.0,45.0,0.0,10.0,0.0,1.252821098599169,0.03421026604737249,1.6219405449909907,0.09498342475540823
D08,semantic_abstract,abstract_evocative,,The fading signal trembled along the edge of understanding.,8,11,36.27882230369507,8.135449674671607,0.4935185185185185,0.013779026770801625,44.416666666666664,1.2401124093721456,10.0,0.0,1.2211139028271039,0.12810596737118324,1.5470532074177132,0.13989516702140037
D08,semantic_abstract,abstract_evocative,,The fading signal trembled along the edge of understanding.,11,11,41.24045606992484,4.100791675050512,0.49907407407407406,0.003207501495497932,44.916666666666664,0.2886751345948133,10.0,0.0,1.2380242499488372,0.05411477618734829,1.6004388325793668,0.08371476323763004
D09,semantic_abstract,abstract_evocative,,The dark intuition circled beneath the surface of reason.,8,10,26.971999642648722,23.402758286691718,0.49189814814814814,0.017223783463502035,35.416666666666664,1.2401124093721454,9.0,0.0,1.0965440257762868,0.1077878446143058,1.3209534149169537,0.17807254531548228
D09,semantic_abstract,abstract_evocative,,The dark intuition circled beneath the surface of reason.,11,10,30.424612377151774,2.4839964060340867,0.49652777777777773,0.00863307722927863,35.75,0.6215815605080599,9.0,0.0,1.173617873961727,0.06853910881303821,1.4657902816459527,0.13976666135936006
D10,semantic_abstract,abstract_evocative,,The fragile meaning dissolved within the pressure of silence.,8,10,29.451380040985253,6.841951168639211,0.4953703703703704,0.006838416165518489,35.666666666666664,0.4923659639173312,9.0,0.0,1.1377709582448006,0.08309370645742388,1.5026226785482126,0.10084475906522519
D10,semantic_abstract,abstract_evocative,,The fragile meaning dissolved within the pressure of silence.,11,10,30.17699889295477,2.150939408741025,0.5,0.0,36.0,0.0,9.0,0.0,1.1901673485214512,0.03377164806774336,1.4594252726346273,0.08322984992852557
E01,minimal_pair,descriptive_pair_base,P01,Alice is older than Bob and Alice is smiling today.,8,11,38.78211723811356,4.9872221762099285,0.47962962962962963,0.02714773703070874,43.166666666666664,2.4432963327637855,10.0,0.0,1.1548581004694656,0.1385652672891267,1.42687278821505,0.19511859490465241
E01,minimal_pair,descriptive_pair_base,P01,Alice is older than Bob and Alice is smiling today.,11,11,38.0493322680426,7.289504671462316,0.4953703703703704,0.012938890587570166,44.583333333333336,1.1645001528813148,10.0,0.0,1.2423379426753078,0.06618445531982674,1.4993657121795285,0.19245992867638148
E02,minimal_pair,logical_pair_variant,P01,"If Alice is older than Bob, then Alice is the oldest.",8,13,47.46837198355619,19.751471651317846,0.46401515151515155,0.050056838050816926,61.25,6.607502622707834,12.0,0.0,1.2613480917432092,0.19441945218822282,1.63948678531119,0.2403024132060418
E02,minimal_pair,logical_pair_variant,P01,"If Alice is older than Bob, then Alice is the oldest.",11,13,56.37663048761565,5.126398507021285,0.494949494949495,0.013055158134171642,65.33333333333333,1.7232808737106569,12.0,0.0,1.4010624291770386,0.07526444397810332,1.7476063250005958,0.14497410927876112
E03,minimal_pair,descriptive_pair_base,P02,The bird is above the tree and the sky is bright.,8,12,44.064779343180305,9.132579745732285,0.4856060606060606,0.02584654865035148,53.416666666666664,2.843120351538663,11.0,0.0,1.2506427687903245,0.16680835654282128,1.6360698973490406,0.1896668375329718
E03,minimal_pair,descriptive_pair_base,P02,The bird is above the tree and the sky is bright.,11,12,47.541074899968486,3.4177537262686815,0.49772727272727274,0.005650741459164186,54.75,0.6215815605080609,11.0,0.0,1.3145819048086802,0.07731395864286711,1.594831252857884,0.22269827201906658
E04,minimal_pair,logical_pair_variant,P02,"If the bird is above the tree, then the tree is below the bird.",8,16,65.10049822332785,24.494248005791697,0.444047619047619,0.06629845750026193,93.25,13.922676075055005,15.0,0.0,1.4420106952921266,0.24098464604580233,2.0223003315759653,0.19531006303863108
E04,minimal_pair,logical_pair_variant,P02,"If the bird is above the tree, then the tree is below the bird.",11,16,88.11834569354907,5.8531586831156615,0.49642857142857144,0.005025189076296063,104.25,1.0552897060221733,15.0,0.0,1.5812691230149498,0.05846067329454889,1.9800734635790593,0.1648451546658934
E05,minimal_pair,descriptive_pair_base,P03,Carl is taller than Dana and Carl is wearing black.,8,11,40.013233182927024,5.43630619348467,0.4861111111111111,0.017164288351481236,43.75,1.5447859516333116,10.0,0.0,1.1366083296360794,0.11277581950414353,1.3838298876744604,0.21433494519996835
E05,minimal_pair,descriptive_pair_base,P03,Carl is taller than Dana and Carl is wearing black.,11,11,39.8711366414465,5.213493126797813,0.4888888888888889,0.01708235810635128,44.0,1.5374122295716142,10.0,0.0,1.1982613590856392,0.08874836319988443,1.5042306963725114,0.17513236462652573
E06,minimal_pair,logical_pair_variant,P03,"If Carl is taller than Dana, then Dana is shorter than Carl.",8,14,53.36388377355521,19.02581253661377,0.4577991452991453,0.0447015028158292,71.41666666666667,6.973434439269354,13.0,0.0,1.3153623503943284,0.1817499186196076,1.8044876650524142,0.09962598877909837
E06,minimal_pair,logical_pair_variant,P03,"If Carl is taller than Dana, then Dana is shorter than Carl.",11,14,60.22296809620399,10.468224049680316,0.4807692307692308,0.018335819023953693,75.0,2.860387767736781,13.0,0.0,1.4182655002093976,0.10353143669091545,1.7820393513677013,0.19224814933742307
E07,minimal_pair,descriptive_pair_base,P04,The cup is inside the box and the lid is closed.,8,12,40.64738705324766,12.78606552998359,0.4825757575757576,0.03276818685282783,53.083333333333336,3.60450055381106,11.0,0.0,1.2785908992091815,0.16516025098036397,1.665192826882011,0.1718579468747305
E07,minimal_pair,descriptive_pair_base,P04,The cup is inside the box and the lid is closed.,11,12,46.90421264344772,3.8854041109820243,0.49772727272727274,0.005650741459164191,54.75,0.621581560508061,11.0,0.0,1.3333868364493053,0.0689945057021761,1.628772828093873,0.1611994556564198
E08,minimal_pair,logical_pair_variant,P04,"If the cup is inside the box, then the box contains the cup.",8,15,66.1638623783669,19.057987943085177,0.4702380952380953,0.051086188214449345,85.58333333333333,9.297686255029783,14.0,0.0,1.4425537287233732,0.2084440404430544,1.9870904374387723,0.15306432829231637
E08,minimal_pair,logical_pair_variant,P04,"If the cup is inside the box, then the box contains the cup.",11,15,76.69266702936643,6.744930814533731,0.5,0.0,91.0,0.0,14.0,0.0,1.5437809294806077,0.07855960349429462,1.883239574748937,0.23872837038491307
E09,minimal_pair,descriptive_pair_base,P05,Every rose is red and this flower smells sweet tonight.,8,11,37.865158670131784,4.4194019939366855,0.4916666666666667,0.01431174476293409,44.25,1.2880570286640687,10.0,0.0,1.199884084087831,0.13769954318526303,1.5581000197194677,0.17796740249404502
E09,minimal_pair,descriptive_pair_base,P05,Every rose is red and this flower smells sweet tonight.,11,11,37.214232528532484,3.848483061110149,0.49907407407407406,0.003207501495497932,44.916666666666664,0.2886751345948133,10.0,0.0,1.284018372495969,0.06108620413770965,1.5947134805367391,0.13046044430029863
E10,minimal_pair,logical_pair_variant,P05,"If every rose is red, then this flower is red.",8,12,45.53540804850499,9.187636059980047,0.4803030303030303,0.026243194054073913,52.833333333333336,2.8867513459481287,11.0,0.0,1.190622531250119,0.1659824802875619,1.543591450536885,0.2648394464506663
E10,minimal_pair,logical_pair_variant,P05,"If every rose is red, then this flower is red.",11,12,46.160840457605495,4.514535827816852,0.4984848484848485,0.00524863881081478,54.833333333333336,0.5773502691896257,11.0,0.0,1.3468215125302472,0.06506863634650938,1.6745393680653564,0.14312956189517564
