prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,head,payload_path
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,5,results\gpt2\graph_payloads\A03_layer11_head5.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,6,results\gpt2\graph_payloads\A03_layer11_head6.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,7,results\gpt2\graph_payloads\A03_layer11_head7.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,8,results\gpt2\graph_payloads\A03_layer11_head8.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,9,results\gpt2\graph_payloads\A03_layer11_head9.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,10,results\gpt2\graph_payloads\A03_layer11_head10.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,11,11,results\gpt2\graph_payloads\A03_layer11_head11.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,0,results\gpt2\graph_payloads\A04_layer8_head0.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,1,results\gpt2\graph_payloads\A04_layer8_head1.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,2,results\gpt2\graph_payloads\A04_layer8_head2.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,3,results\gpt2\graph_payloads\A04_layer8_head3.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,4,results\gpt2\graph_payloads\A04_layer8_head4.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,5,results\gpt2\graph_payloads\A04_layer8_head5.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,6,results\gpt2\graph_payloads\A04_layer8_head6.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,7,results\gpt2\graph_payloads\A04_layer8_head7.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,8,results\gpt2\graph_payloads\A04_layer8_head8.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,9,results\gpt2\graph_payloads\A04_layer8_head9.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,10,results\gpt2\graph_payloads\A04_layer8_head10.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,11,results\gpt2\graph_payloads\A04_layer8_head11.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,0,results\gpt2\graph_payloads\A04_layer11_head0.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,1,results\gpt2\graph_payloads\A04_layer11_head1.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,2,results\gpt2\graph_payloads\A04_layer11_head2.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,3,results\gpt2\graph_payloads\A04_layer11_head3.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,4,results\gpt2\graph_payloads\A04_layer11_head4.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,5,results\gpt2\graph_payloads\A04_layer11_head5.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,6,results\gpt2\graph_payloads\A04_layer11_head6.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,7,results\gpt2\graph_payloads\A04_layer11_head7.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,8,results\gpt2\graph_payloads\A04_layer11_head8.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,9,results\gpt2\graph_payloads\A04_layer11_head9.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,10,results\gpt2\graph_payloads\A04_layer11_head10.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,11,11,results\gpt2\graph_payloads\A04_layer11_head11.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,0,results\gpt2\graph_payloads\A05_layer8_head0.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,1,results\gpt2\graph_payloads\A05_layer8_head1.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,2,results\gpt2\graph_payloads\A05_layer8_head2.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,3,results\gpt2\graph_payloads\A05_layer8_head3.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,4,results\gpt2\graph_payloads\A05_layer8_head4.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,5,results\gpt2\graph_payloads\A05_layer8_head5.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,6,results\gpt2\graph_payloads\A05_layer8_head6.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,7,results\gpt2\graph_payloads\A05_layer8_head7.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,8,results\gpt2\graph_payloads\A05_layer8_head8.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,9,results\gpt2\graph_payloads\A05_layer8_head9.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,10,results\gpt2\graph_payloads\A05_layer8_head10.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,8,11,results\gpt2\graph_payloads\A05_layer8_head11.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,0,results\gpt2\graph_payloads\A05_layer11_head0.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,1,results\gpt2\graph_payloads\A05_layer11_head1.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,2,results\gpt2\graph_payloads\A05_layer11_head2.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,3,results\gpt2\graph_payloads\A05_layer11_head3.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,4,results\gpt2\graph_payloads\A05_layer11_head4.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,5,results\gpt2\graph_payloads\A05_layer11_head5.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,6,results\gpt2\graph_payloads\A05_layer11_head6.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,7,results\gpt2\graph_payloads\A05_layer11_head7.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,8,results\gpt2\graph_payloads\A05_layer11_head8.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,9,results\gpt2\graph_payloads\A05_layer11_head9.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,10,results\gpt2\graph_payloads\A05_layer11_head10.json
A05,descriptive_baseline,scene,,The tired farmer pushed a small cart along the dusty road.,11,11,results\gpt2\graph_payloads\A05_layer11_head11.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,0,results\gpt2\graph_payloads\A06_layer8_head0.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,1,results\gpt2\graph_payloads\A06_layer8_head1.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,2,results\gpt2\graph_payloads\A06_layer8_head2.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,3,results\gpt2\graph_payloads\A06_layer8_head3.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,4,results\gpt2\graph_payloads\A06_layer8_head4.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,5,results\gpt2\graph_payloads\A06_layer8_head5.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,6,results\gpt2\graph_payloads\A06_layer8_head6.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,7,results\gpt2\graph_payloads\A06_layer8_head7.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,8,results\gpt2\graph_payloads\A06_layer8_head8.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,9,results\gpt2\graph_payloads\A06_layer8_head9.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,10,results\gpt2\graph_payloads\A06_layer8_head10.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,8,11,results\gpt2\graph_payloads\A06_layer8_head11.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,0,results\gpt2\graph_payloads\A06_layer11_head0.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,1,results\gpt2\graph_payloads\A06_layer11_head1.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,2,results\gpt2\graph_payloads\A06_layer11_head2.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,3,results\gpt2\graph_payloads\A06_layer11_head3.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,4,results\gpt2\graph_payloads\A06_layer11_head4.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,5,results\gpt2\graph_payloads\A06_layer11_head5.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,6,results\gpt2\graph_payloads\A06_layer11_head6.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,7,results\gpt2\graph_payloads\A06_layer11_head7.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,8,results\gpt2\graph_payloads\A06_layer11_head8.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,9,results\gpt2\graph_payloads\A06_layer11_head9.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,10,results\gpt2\graph_payloads\A06_layer11_head10.json
A06,descriptive_baseline,scene,,The calm sailor watched the gray waves beyond the narrow dock.,11,11,results\gpt2\graph_payloads\A06_layer11_head11.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,0,results\gpt2\graph_payloads\A07_layer8_head0.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,1,results\gpt2\graph_payloads\A07_layer8_head1.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,2,results\gpt2\graph_payloads\A07_layer8_head2.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,3,results\gpt2\graph_payloads\A07_layer8_head3.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,4,results\gpt2\graph_payloads\A07_layer8_head4.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,5,results\gpt2\graph_payloads\A07_layer8_head5.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,6,results\gpt2\graph_payloads\A07_layer8_head6.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,7,results\gpt2\graph_payloads\A07_layer8_head7.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,8,results\gpt2\graph_payloads\A07_layer8_head8.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,9,results\gpt2\graph_payloads\A07_layer8_head9.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,10,results\gpt2\graph_payloads\A07_layer8_head10.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,8,11,results\gpt2\graph_payloads\A07_layer8_head11.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,0,results\gpt2\graph_payloads\A07_layer11_head0.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,1,results\gpt2\graph_payloads\A07_layer11_head1.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,2,results\gpt2\graph_payloads\A07_layer11_head2.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,3,results\gpt2\graph_payloads\A07_layer11_head3.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,4,results\gpt2\graph_payloads\A07_layer11_head4.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,5,results\gpt2\graph_payloads\A07_layer11_head5.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,6,results\gpt2\graph_payloads\A07_layer11_head6.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,7,results\gpt2\graph_payloads\A07_layer11_head7.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,8,results\gpt2\graph_payloads\A07_layer11_head8.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,9,results\gpt2\graph_payloads\A07_layer11_head9.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,10,results\gpt2\graph_payloads\A07_layer11_head10.json
A07,descriptive_baseline,scene,,The careful baker stirred the sweet cream inside the copper bowl.,11,11,results\gpt2\graph_payloads\A07_layer11_head11.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,0,results\gpt2\graph_payloads\A08_layer8_head0.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,1,results\gpt2\graph_payloads\A08_layer8_head1.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,2,results\gpt2\graph_payloads\A08_layer8_head2.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,3,results\gpt2\graph_payloads\A08_layer8_head3.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,4,results\gpt2\graph_payloads\A08_layer8_head4.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,5,results\gpt2\graph_payloads\A08_layer8_head5.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,6,results\gpt2\graph_payloads\A08_layer8_head6.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,7,results\gpt2\graph_payloads\A08_layer8_head7.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,8,results\gpt2\graph_payloads\A08_layer8_head8.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,9,results\gpt2\graph_payloads\A08_layer8_head9.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,10,results\gpt2\graph_payloads\A08_layer8_head10.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,8,11,results\gpt2\graph_payloads\A08_layer8_head11.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,0,results\gpt2\graph_payloads\A08_layer11_head0.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,1,results\gpt2\graph_payloads\A08_layer11_head1.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,2,results\gpt2\graph_payloads\A08_layer11_head2.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,3,results\gpt2\graph_payloads\A08_layer11_head3.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,4,results\gpt2\graph_payloads\A08_layer11_head4.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,5,results\gpt2\graph_payloads\A08_layer11_head5.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,6,results\gpt2\graph_payloads\A08_layer11_head6.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,7,results\gpt2\graph_payloads\A08_layer11_head7.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,8,results\gpt2\graph_payloads\A08_layer11_head8.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,9,results\gpt2\graph_payloads\A08_layer11_head9.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,10,results\gpt2\graph_payloads\A08_layer11_head10.json
A08,descriptive_baseline,scene,,The lonely student opened a worn book beneath the yellow lamp.,11,11,results\gpt2\graph_payloads\A08_layer11_head11.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,0,results\gpt2\graph_payloads\A09_layer8_head0.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,1,results\gpt2\graph_payloads\A09_layer8_head1.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,2,results\gpt2\graph_payloads\A09_layer8_head2.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,3,results\gpt2\graph_payloads\A09_layer8_head3.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,4,results\gpt2\graph_payloads\A09_layer8_head4.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,5,results\gpt2\graph_payloads\A09_layer8_head5.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,6,results\gpt2\graph_payloads\A09_layer8_head6.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,7,results\gpt2\graph_payloads\A09_layer8_head7.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,8,results\gpt2\graph_payloads\A09_layer8_head8.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,9,results\gpt2\graph_payloads\A09_layer8_head9.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,10,results\gpt2\graph_payloads\A09_layer8_head10.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,8,11,results\gpt2\graph_payloads\A09_layer8_head11.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,11,0,results\gpt2\graph_payloads\A09_layer11_head0.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,11,1,results\gpt2\graph_payloads\A09_layer11_head1.json
A09,descriptive_baseline,scene,,The quiet doctor carried a black case through the narrow hall.,11,2,results\gpt2\graph_payloads\A09_layer11_head2.json
