prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,head,token_count_actual,n_nodes,n_edges,lcc_size,density,mean_forman_curvature,mean_in_degree,mean_out_degree,max_in_degree,max_out_degree,avg_shortest_path_lcc,edge_weight_mean,edge_weight_std,row_entropy_mean,row_entropy_std
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,0,13,13,12,31,12,0.23484848484848486,-2.9036882235217147,2.5833333333333335,2.5833333333333335,8.0,5.0,1.0551345791325102,1.8630098180921961,1.45749814905728,0.5536221590909091,0.4152764181235514
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,0,13,12,65,12,0.49242424242424243,53.75981718950102,5.416666666666667,5.416666666666667,10.0,11.0,1.7603028620857046,2.161753382278182,0.8691324554899093,1.3893599076704546,0.704251830242023
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,1,13,12,66,12,0.5,66.08490753436352,5.5,5.5,11.0,11.0,1.5087056930198377,2.3134413991182683,1.0357283327696454,1.3153852982954546,0.6278790520803824
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,2,13,12,64,12,0.48484848484848486,65.55446392426954,5.333333333333333,5.333333333333333,11.0,10.0,1.7308147213900873,2.509175529011272,1.2631702991600107,1.1391157670454546,0.5777747440554892
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,3,13,4,3,4,0.25,0.6666666666666666,0.75,0.75,1.0,1.0,1.6666666666666667e-05,1e-05,0.0,0.00018664768763950894,0.0004938233642794049
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,4,13,12,66,12,0.5,53.8213262232883,5.5,5.5,11.0,11.0,1.8670782596213538,2.124440458734277,0.8241212918108027,1.4631569602272727,0.6901743929569808
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,5,13,12,44,12,0.3333333333333333,28.96576115000389,3.6666666666666665,3.6666666666666665,11.0,7.0,1.584747219549007,2.0616702157894213,1.2488141600304312,0.8777965198863636,0.6589412579103764
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,6,13,12,64,12,0.48484848484848486,67.92528113850823,5.333333333333333,5.333333333333333,10.0,11.0,1.62105285492221,2.3982520208592186,1.1804866529919942,1.2310901988636365,0.5729080746009044
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,7,13,12,21,12,0.1590909090909091,-28.861916087968524,1.75,1.75,2.0,2.0,0.33629313902650054,1.4213118444754727,1.5382101494582692,0.21893310546875,0.155563872197568
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,8,13,12,46,12,0.3484848484848485,33.73364548635776,3.8333333333333335,3.8333333333333335,11.0,7.0,1.4144555961766865,2.2035764180630237,1.3453853945656309,0.8753995028409091,0.5908986570030645
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,9,13,12,59,12,0.44696969696969696,49.02985303317409,4.916666666666667,4.916666666666667,10.0,11.0,1.5056117542727796,2.251995400509593,1.0870557669762373,1.1759144176136365,0.6649568559127624
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,10,13,12,59,12,0.44696969696969696,48.23263838177854,4.916666666666667,4.916666666666667,11.0,9.0,1.804869568107627,2.4214442477600486,1.2552917332990434,1.0745738636363635,0.6242585969282197
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,11,13,12,62,12,0.4696969696969697,53.731049793645475,5.166666666666667,5.166666666666667,11.0,9.0,2.0528458742767492,2.3811201110547144,1.2478633165550586,1.2334872159090908,0.5276824459470425
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,12,13,12,50,12,0.3787878787878788,22.193690154413897,4.166666666666667,4.166666666666667,11.0,7.0,1.769788268038163,2.1319081359433874,1.1921099327038822,1.0430575284090908,0.5996733816842255
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,8,13,13,12,50,12,0.3787878787878788,44.897775177806906,4.166666666666667,4.166666666666667,11.0,8.0,1.2317675226834246,2.300275742608813,1.3796625434465133,0.9625355113636364,0.5690382883244923
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,0,13,12,65,12,0.49242424242424243,53.650011484072856,5.416666666666667,5.416666666666667,10.0,11.0,1.8651641080652333,2.151989359271348,0.9147953491640413,1.4413174715909092,0.6433167200613226
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,1,13,12,63,12,0.4772727272727273,58.44791369033069,5.25,5.25,10.0,11.0,1.7124108108902896,2.2821334118378775,1.072162991973175,1.2840021306818181,0.5876511104606384
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,2,13,12,22,12,0.16666666666666666,-58.83031352106225,1.8333333333333333,1.8333333333333333,3.0,3.0,0.22786427941844717,1.6600410957096714,1.6947116095353902,0.17983176491477273,0.11283527348058696
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,3,13,12,61,12,0.4621212121212121,57.5089334086691,5.083333333333333,5.083333333333333,10.0,10.0,1.7397068431664178,2.348379325920299,1.1811000372996747,1.1977982954545454,0.5647041983970312
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,4,13,12,66,12,0.5,64.2736029750394,5.5,5.5,11.0,11.0,1.97885482510749,2.2681757450835134,1.0485211544517943,1.384765625,0.620083660510995
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,5,13,12,59,12,0.44696969696969696,60.938742702948765,4.916666666666667,4.916666666666667,10.0,10.0,1.6031256498173754,2.4528219282378294,1.2864337355446753,1.05712890625,0.5776320959504369
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,6,13,12,65,12,0.49242424242424243,54.94958800574326,5.416666666666667,5.416666666666667,10.0,11.0,1.779663684465841,2.171658035644434,0.9242978314598407,1.4092684659090908,0.6656329738580551
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,7,13,12,66,12,0.5,48.94815212700561,5.5,5.5,11.0,11.0,1.9495871326989163,2.051961285748079,0.7012277829904334,1.5133167613636365,0.7059235583312655
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,8,13,12,65,12,0.49242424242424243,62.94612766203308,5.416666666666667,5.416666666666667,10.0,10.0,1.7975006862048988,2.367139417317806,1.1786401184769786,1.306640625,0.5649636464534376
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,9,13,12,62,12,0.4696969696969697,34.07084414200653,5.166666666666667,5.166666666666667,11.0,11.0,1.7610413510386593,2.236365185511791,1.0862774011413106,1.3164950284090908,0.6023680138825741
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,10,13,12,66,12,0.5,65.55986880497758,5.5,5.5,11.0,11.0,1.9502710235769154,2.2845734060378415,1.0743365850813704,1.3771306818181819,0.6146985542116866
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,11,13,12,66,12,0.5,58.90863453149167,5.5,5.5,11.0,11.0,1.7884210647318828,2.195082570921689,0.9412219010741767,1.4172141335227273,0.6764842127248599
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,12,13,12,60,12,0.45454545454545453,44.71792042637209,5.0,5.0,11.0,11.0,1.7858434479227343,2.2648509857176244,1.1395472078901627,1.2218572443181819,0.6267073874337212
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,15,13,13,12,66,12,0.5,64.15644125273687,5.5,5.5,11.0,11.0,1.7576195154042382,2.2711476626478517,1.0362442517365709,1.3688742897727273,0.6249118118491253
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,0,13,12,66,12,0.5,64.17852191320291,5.5,5.5,11.0,11.0,1.6082463622675864,2.299487271464958,0.9718649135284794,1.2837801846590908,0.6937256548684714
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,1,13,12,26,12,0.19696969696969696,-92.67421429814013,2.1666666666666665,2.1666666666666665,5.0,5.0,0.43869655497092414,1.826312053536348,1.6825560945881148,0.3614557439630682,0.44018798015389143
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,2,13,12,64,12,0.48484848484848486,59.823666179199684,5.333333333333333,5.333333333333333,11.0,11.0,1.6819914219791339,2.2932753446068586,1.0308339430311386,1.2690873579545454,0.6322649606699272
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,3,13,12,63,12,0.4772727272727273,76.61064123760056,5.25,5.25,9.0,11.0,1.1354149244366905,2.5914545232793547,1.2919613450781493,1.0288973721590908,0.5359225532152113
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,4,13,12,61,12,0.4621212121212121,23.68907915256376,5.083333333333333,5.083333333333333,10.0,10.0,1.6170658291181264,2.2111334681024184,1.0009603372094047,1.2487571022727273,0.6402073075754674
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,5,13,12,40,12,0.30303030303030304,-68.21775267964911,3.3333333333333335,3.3333333333333335,7.0,9.0,0.341019991413972,2.7047285825224328,1.7712569782510637,0.4316628196022727,0.2686723309562223
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,6,13,12,57,12,0.4318181818181818,29.895795987204572,4.75,4.75,11.0,8.0,1.539180113532265,2.3572068381168596,1.2418594929048397,1.0812322443181819,0.5924083719638529
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,7,13,12,55,12,0.4166666666666667,48.843661042903115,4.583333333333333,4.583333333333333,11.0,9.0,1.0772753687695662,2.567550579710545,1.4289761009497812,0.8969615589488636,0.591537762446966
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,8,13,12,59,12,0.44696969696969696,62.092132104271826,4.916666666666667,4.916666666666667,11.0,9.0,0.9905878828431126,2.669641056737446,1.411223451708058,0.9084916548295454,0.5610028669070469
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,9,13,12,58,12,0.4393939393939394,42.44076094901585,4.833333333333333,4.833333333333333,11.0,9.0,0.9263453109391009,2.633425414176812,1.407284738298247,0.9010009765625,0.5931145002643681
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,10,13,12,56,12,0.42424242424242425,58.987065836246174,4.666666666666667,4.666666666666667,10.0,9.0,0.9514298453818723,2.561313819510019,1.3786547551483535,0.9087801846590909,0.56520117875343
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,11,13,12,55,12,0.4166666666666667,38.0759268536141,4.583333333333333,4.583333333333333,11.0,8.0,0.9247906116944677,2.6501837701797606,1.4555828319155113,0.8444158380681818,0.5418799271729038
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,12,13,12,37,12,0.2803030303030303,-31.940463831680418,3.0833333333333335,3.0833333333333335,11.0,8.0,0.7398603137296067,2.1152458927111457,1.497354651852691,0.6676580255681818,0.5617750061781116
A01,descriptive_baseline,scene,,The tall man walked his big dog across the green city park.,23,13,13,12,54,12,0.4090909090909091,52.53004797670348,4.5,4.5,11.0,8.0,0.7444349409164923,2.7533494541633052,1.5360102466985859,0.7583562677556818,0.49284496102386666
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,0,12,11,52,11,0.4727272727272727,33.16180291749838,4.7272727272727275,4.7272727272727275,8.0,8.0,1.9372385299615176,2.1348580774081705,1.095339843443226,1.27705078125,0.5711303699196709
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,1,12,11,11,11,0.1,-8.353453653758283,1.0,1.0,2.0,2.0,0.028636048398443647,0.3401119952192492,1.102380688845488,0.047283935546875,0.04624728265807874
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,2,12,11,55,11,0.5,45.562417337772146,5.0,5.0,10.0,10.0,1.7882051871817994,2.047331307299107,0.8128444696356235,1.355859375,0.6590790014410386
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,3,12,11,55,11,0.5,48.415564493453005,5.0,5.0,10.0,10.0,1.5754313858142477,2.102021616746455,0.8674510729571027,1.2999755859375,0.6847543901565278
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,4,12,11,47,11,0.42727272727272725,7.9909501890951145,4.2727272727272725,4.2727272727272725,7.0,8.0,1.8427445300913197,2.0701571859739674,1.1416649321030925,1.169580078125,0.4993243447230264
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,5,12,11,31,11,0.2818181818181818,16.03626610052851,2.8181818181818183,2.8181818181818183,5.0,5.0,0.8720421617845343,2.006888113141977,1.5586128718947334,0.620703125,0.32588324552339826
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,6,12,11,51,11,0.4636363636363636,45.28826346259908,4.636363636363637,4.636363636363637,9.0,10.0,1.919706660300719,2.19602564498769,1.1486942954163255,1.1759765625,0.5292253596879174
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,7,12,11,33,11,0.3,-13.327857642288468,3.0,3.0,5.0,6.0,0.4992117127866278,2.298727118256161,1.592408252112189,0.460235595703125,0.3219983302486138
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,8,12,11,53,11,0.4818181818181818,49.46331280715556,4.818181818181818,4.818181818181818,9.0,10.0,1.5909043475813396,2.190767806499294,1.094241548354077,1.233642578125,0.5936709903550312
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,9,12,11,54,11,0.4909090909090909,37.91058604739502,4.909090909090909,4.909090909090909,10.0,9.0,1.8934776597118403,2.1434125707915794,0.9644448135585973,1.25966796875,0.6100955973691997
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,10,12,11,55,11,0.5,56.10804517220089,5.0,5.0,10.0,10.0,1.3841673263147611,2.22579167220378,1.038001149017199,1.224267578125,0.6269956326755927
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,11,12,11,24,11,0.21818181818181817,-80.97341693233734,2.1818181818181817,2.1818181818181817,4.0,4.0,0.5770784193590782,1.863022627751566,1.7442095040446657,0.3781646728515625,0.25705016743965
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,12,12,11,51,11,0.4636363636363636,47.31015403144591,4.636363636363637,4.636363636363637,9.0,10.0,1.264896147103088,2.238877402701367,1.1482141361229363,1.11884765625,0.5139593173500705
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,13,12,11,23,11,0.20909090909090908,-17.999522209630886,2.090909090909091,2.090909090909091,5.0,4.0,0.8889768512007259,1.547391382345711,1.4465207677111431,0.4486328125,0.287286110340853
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,0,12,11,55,11,0.5,44.963094609778516,5.0,5.0,10.0,10.0,1.7656423675033297,2.027876306713,0.8207575260482086,1.3803466796875,0.695242188383537
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,1,12,11,55,11,0.5,49.04039769048966,5.0,5.0,10.0,10.0,1.3622227767401913,2.1111663750558898,0.8854043491773018,1.2885986328125,0.689189207903075
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,2,12,11,53,11,0.4818181818181818,60.15449272716639,4.818181818181818,4.818181818181818,10.0,9.0,1.7230716146770408,2.3665630215239015,1.2481245184895782,1.109765625,0.5422821851485955
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,3,12,5,4,5,0.2,2.7755575615628914e-17,0.8,0.8,1.0,2.0,1.8000000000000004e-05,1e-05,0.0,0.0,0.0
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,4,12,11,55,11,0.5,42.229551481668146,5.0,5.0,10.0,10.0,1.8058098632277517,1.9827880072205144,0.7405903997121858,1.4193359375,0.6904388499067907
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,5,12,11,38,11,0.34545454545454546,9.393614391057787,3.4545454545454546,3.4545454545454546,10.0,6.0,1.3976871404529114,1.9786506495848826,1.246577407304693,0.8709716796875,0.6313955851495948
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,6,12,11,54,11,0.4909090909090909,54.13429979552702,4.909090909090909,4.909090909090909,9.0,10.0,1.4558183753103353,2.2302977714437375,1.0644894476245077,1.1887451171875,0.5861353386210111
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,7,12,11,19,11,0.17272727272727273,-29.572921958857442,1.7272727272727273,1.7272727272727273,2.0,2.0,0.38661647459378473,1.37275710848473,1.4920413311012264,0.236907958984375,0.18450387244412833
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,8,12,11,41,11,0.37272727272727274,13.56794542822335,3.727272727272727,3.727272727272727,10.0,7.0,1.3530176921625459,2.0633516582168188,1.2191829603986761,0.92880859375,0.5540036470803471
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,9,12,11,50,11,0.45454545454545453,44.70121070690568,4.545454545454546,4.545454545454546,9.0,10.0,1.4406932286967034,2.207913019410969,1.1476085262510685,1.1123046875,0.6745364681534249
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,10,12,11,53,11,0.4818181818181818,30.790994740166717,4.818181818181818,4.818181818181818,10.0,9.0,1.7086493726637049,2.2622201055957305,1.1327523832011115,1.15576171875,0.6011019177927628
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,11,12,11,53,11,0.4818181818181818,27.243501021456634,4.818181818181818,4.818181818181818,10.0,9.0,1.9087051500007108,2.197257418869757,1.1087442260653044,1.2375,0.5819390846234235
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,12,12,11,48,11,0.43636363636363634,29.58709715710801,4.363636363636363,4.363636363636363,10.0,8.0,1.6979411339220967,2.184384620126479,1.2430920402329948,1.132275390625,0.5916500523522429
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,13,12,11,48,11,0.43636363636363634,38.783167549542746,4.363636363636363,4.363636363636363,10.0,8.0,1.2565837965523823,2.300437232798575,1.3081968426608803,1.009619140625,0.5440640362381846
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,0,12,11,53,11,0.4818181818181818,43.376543344780714,4.818181818181818,4.818181818181818,9.0,10.0,1.699222465184256,2.055016544896082,0.9720235180395419,1.3478515625,0.610564598237909
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,1,12,11,54,11,0.4909090909090909,53.80571566316411,4.909090909090909,4.909090909090909,9.0,10.0,1.5376817266043377,2.231089111047888,1.066586292288606,1.20048828125,0.5755821966308516
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,2,12,11,19,11,0.17272727272727273,-29.8761376372487,1.7272727272727273,1.7272727272727273,2.0,2.0,0.29303581855340055,1.374916531914816,1.471607493925396,0.224951171875,0.1398071809546142
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,3,12,11,55,11,0.5,58.79237234522481,5.0,5.0,10.0,10.0,1.7040175185071036,2.2591067412577064,1.108623753959051,1.2302734375,0.5856187283924118
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,4,12,11,55,11,0.5,44.38294990696669,5.0,5.0,10.0,10.0,1.8664254904216373,2.023144323227954,0.7921572012970685,1.3849609375,0.6591638211825073
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,5,12,11,55,11,0.5,64.91406230945314,5.0,5.0,10.0,10.0,1.5087089367366249,2.3634543376590216,1.1960538734574382,1.144873046875,0.5882448804064873
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,6,12,11,54,11,0.4909090909090909,49.084655074538325,4.909090909090909,4.909090909090909,9.0,10.0,1.2334182170594417,2.154957772158944,0.9597909948436355,1.2278564453125,0.6689225023871387
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,7,12,11,55,11,0.5,40.63078808500895,5.0,5.0,10.0,10.0,1.7955823119153644,1.954267861410221,0.6941965809151124,1.437744140625,0.6957401194164613
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,8,12,11,55,11,0.5,45.193610892752346,5.0,5.0,10.0,10.0,1.7548032184300384,2.025056547260637,0.8434275790282475,1.403466796875,0.6656308093785075
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,9,12,11,55,11,0.5,48.60417970903836,5.0,5.0,10.0,10.0,1.7661965856071724,2.0904477002952744,0.907324956307606,1.33994140625,0.6350878005181627
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,10,12,11,55,11,0.5,43.2368380157391,5.0,5.0,10.0,10.0,1.8516323784418884,1.9957528480444484,0.7809808684147027,1.41689453125,0.6725443893839776
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,11,12,11,55,11,0.5,56.59539371585099,5.0,5.0,10.0,10.0,1.4438363719448393,2.228200350439696,1.0590902198038556,1.23955078125,0.6284503303026189
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,12,12,11,54,11,0.4909090909090909,46.46614250731277,4.909090909090909,4.909090909090909,9.0,10.0,1.7142274572269607,2.094186586842761,0.9327999665864442,1.306884765625,0.6447848453684741
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,13,12,11,55,11,0.5,50.50772354278824,5.0,5.0,10.0,10.0,1.6535765575156889,2.119085771942143,0.9570134904658859,1.334375,0.6289482360683022
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,0,12,11,54,11,0.4909090909090909,55.673758311408065,4.909090909090909,4.909090909090909,10.0,10.0,1.5039076804570228,2.2684345101424026,1.09899149282149,1.160791015625,0.6419611717391305
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,1,12,11,24,11,0.21818181818181817,-82.65220356731079,2.1818181818181817,2.1818181818181817,4.0,6.0,0.689780681619856,1.530220830277712,1.3834660569672712,0.5025499343872071,0.4592586700824516
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,2,12,11,53,11,0.4818181818181818,55.84112681185214,4.818181818181818,4.818181818181818,10.0,10.0,1.4628967063230705,2.294389162615301,1.1911937689742196,1.14423828125,0.6464817606657655
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,3,12,11,51,11,0.4636363636363636,61.379472033682724,4.636363636363637,4.636363636363637,9.0,10.0,1.1422097399406648,2.502486761263959,1.362648492176715,0.948828125,0.5419567896192202
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,4,12,11,47,11,0.42727272727272725,35.42192218412268,4.2727272727272725,4.2727272727272725,8.0,9.0,0.9584303597831357,2.381592042663914,1.323823027821199,0.8890869140625,0.5400172092154302
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,5,12,11,43,11,0.39090909090909093,-9.176807715944614,3.909090909090909,3.909090909090909,7.0,8.0,0.7336308274221195,2.4577244541484173,1.4609714324151188,0.7402099609375,0.44278666158637564
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,6,12,11,45,11,0.4090909090909091,34.08842115130762,4.090909090909091,4.090909090909091,9.0,8.0,1.3362028531850902,2.187889361320499,1.2209539886813876,0.95830078125,0.6354377284493934
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,7,12,11,48,11,0.43636363636363634,37.176053302519996,4.363636363636363,4.363636363636363,9.0,9.0,1.1285022939488387,2.409750421772932,1.3338765613665642,0.9184814453125,0.5486163610563967
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,8,12,11,49,11,0.44545454545454544,44.08955706593248,4.454545454545454,4.454545454545454,10.0,9.0,1.0526741079696111,2.5177450926493723,1.3995277635231917,0.88017578125,0.5530238004494556
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,9,12,11,51,11,0.4636363636363636,61.05464081423388,4.636363636363637,4.636363636363637,10.0,10.0,1.2144875453753423,2.50913146027549,1.406378821190884,0.96767578125,0.5634501779580046
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,10,12,11,49,11,0.44545454545454544,31.082702975280558,4.454545454545454,4.454545454545454,10.0,9.0,1.0391268499219641,2.5009822846436394,1.3853131488818096,0.888330078125,0.5667593043469955
