prompt_id,prompt_class,prompt_subtype,pair_id,prompt_text,layer,head,payload_path
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,0,results\qwen_0p5b\graph_payloads\A02_layer0_head0.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,1,results\qwen_0p5b\graph_payloads\A02_layer0_head1.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,2,results\qwen_0p5b\graph_payloads\A02_layer0_head2.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,3,results\qwen_0p5b\graph_payloads\A02_layer0_head3.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,4,results\qwen_0p5b\graph_payloads\A02_layer0_head4.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,5,results\qwen_0p5b\graph_payloads\A02_layer0_head5.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,6,results\qwen_0p5b\graph_payloads\A02_layer0_head6.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,7,results\qwen_0p5b\graph_payloads\A02_layer0_head7.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,8,results\qwen_0p5b\graph_payloads\A02_layer0_head8.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,9,results\qwen_0p5b\graph_payloads\A02_layer0_head9.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,10,results\qwen_0p5b\graph_payloads\A02_layer0_head10.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,11,results\qwen_0p5b\graph_payloads\A02_layer0_head11.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,12,results\qwen_0p5b\graph_payloads\A02_layer0_head12.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,0,13,results\qwen_0p5b\graph_payloads\A02_layer0_head13.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,0,results\qwen_0p5b\graph_payloads\A02_layer8_head0.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,1,results\qwen_0p5b\graph_payloads\A02_layer8_head1.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,2,results\qwen_0p5b\graph_payloads\A02_layer8_head2.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,3,results\qwen_0p5b\graph_payloads\A02_layer8_head3.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,4,results\qwen_0p5b\graph_payloads\A02_layer8_head4.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,5,results\qwen_0p5b\graph_payloads\A02_layer8_head5.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,6,results\qwen_0p5b\graph_payloads\A02_layer8_head6.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,7,results\qwen_0p5b\graph_payloads\A02_layer8_head7.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,8,results\qwen_0p5b\graph_payloads\A02_layer8_head8.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,9,results\qwen_0p5b\graph_payloads\A02_layer8_head9.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,10,results\qwen_0p5b\graph_payloads\A02_layer8_head10.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,11,results\qwen_0p5b\graph_payloads\A02_layer8_head11.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,12,results\qwen_0p5b\graph_payloads\A02_layer8_head12.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,8,13,results\qwen_0p5b\graph_payloads\A02_layer8_head13.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,0,results\qwen_0p5b\graph_payloads\A02_layer15_head0.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,1,results\qwen_0p5b\graph_payloads\A02_layer15_head1.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,2,results\qwen_0p5b\graph_payloads\A02_layer15_head2.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,3,results\qwen_0p5b\graph_payloads\A02_layer15_head3.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,4,results\qwen_0p5b\graph_payloads\A02_layer15_head4.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,5,results\qwen_0p5b\graph_payloads\A02_layer15_head5.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,6,results\qwen_0p5b\graph_payloads\A02_layer15_head6.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,7,results\qwen_0p5b\graph_payloads\A02_layer15_head7.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,8,results\qwen_0p5b\graph_payloads\A02_layer15_head8.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,9,results\qwen_0p5b\graph_payloads\A02_layer15_head9.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,10,results\qwen_0p5b\graph_payloads\A02_layer15_head10.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,11,results\qwen_0p5b\graph_payloads\A02_layer15_head11.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,12,results\qwen_0p5b\graph_payloads\A02_layer15_head12.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,15,13,results\qwen_0p5b\graph_payloads\A02_layer15_head13.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,0,results\qwen_0p5b\graph_payloads\A02_layer23_head0.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,1,results\qwen_0p5b\graph_payloads\A02_layer23_head1.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,2,results\qwen_0p5b\graph_payloads\A02_layer23_head2.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,3,results\qwen_0p5b\graph_payloads\A02_layer23_head3.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,4,results\qwen_0p5b\graph_payloads\A02_layer23_head4.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,5,results\qwen_0p5b\graph_payloads\A02_layer23_head5.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,6,results\qwen_0p5b\graph_payloads\A02_layer23_head6.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,7,results\qwen_0p5b\graph_payloads\A02_layer23_head7.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,8,results\qwen_0p5b\graph_payloads\A02_layer23_head8.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,9,results\qwen_0p5b\graph_payloads\A02_layer23_head9.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,10,results\qwen_0p5b\graph_payloads\A02_layer23_head10.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,11,results\qwen_0p5b\graph_payloads\A02_layer23_head11.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,12,results\qwen_0p5b\graph_payloads\A02_layer23_head12.json
A02,descriptive_baseline,scene,,The bright child carried a red kite across the empty field.,23,13,results\qwen_0p5b\graph_payloads\A02_layer23_head13.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,0,results\qwen_0p5b\graph_payloads\A03_layer0_head0.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,1,results\qwen_0p5b\graph_payloads\A03_layer0_head1.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,2,results\qwen_0p5b\graph_payloads\A03_layer0_head2.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,3,results\qwen_0p5b\graph_payloads\A03_layer0_head3.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,4,results\qwen_0p5b\graph_payloads\A03_layer0_head4.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,5,results\qwen_0p5b\graph_payloads\A03_layer0_head5.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,6,results\qwen_0p5b\graph_payloads\A03_layer0_head6.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,7,results\qwen_0p5b\graph_payloads\A03_layer0_head7.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,8,results\qwen_0p5b\graph_payloads\A03_layer0_head8.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,9,results\qwen_0p5b\graph_payloads\A03_layer0_head9.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,10,results\qwen_0p5b\graph_payloads\A03_layer0_head10.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,11,results\qwen_0p5b\graph_payloads\A03_layer0_head11.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,12,results\qwen_0p5b\graph_payloads\A03_layer0_head12.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,0,13,results\qwen_0p5b\graph_payloads\A03_layer0_head13.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,0,results\qwen_0p5b\graph_payloads\A03_layer8_head0.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,1,results\qwen_0p5b\graph_payloads\A03_layer8_head1.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,2,results\qwen_0p5b\graph_payloads\A03_layer8_head2.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,3,results\qwen_0p5b\graph_payloads\A03_layer8_head3.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,4,results\qwen_0p5b\graph_payloads\A03_layer8_head4.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,5,results\qwen_0p5b\graph_payloads\A03_layer8_head5.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,6,results\qwen_0p5b\graph_payloads\A03_layer8_head6.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,7,results\qwen_0p5b\graph_payloads\A03_layer8_head7.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,8,results\qwen_0p5b\graph_payloads\A03_layer8_head8.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,9,results\qwen_0p5b\graph_payloads\A03_layer8_head9.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,10,results\qwen_0p5b\graph_payloads\A03_layer8_head10.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,11,results\qwen_0p5b\graph_payloads\A03_layer8_head11.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,12,results\qwen_0p5b\graph_payloads\A03_layer8_head12.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,8,13,results\qwen_0p5b\graph_payloads\A03_layer8_head13.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,0,results\qwen_0p5b\graph_payloads\A03_layer15_head0.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,1,results\qwen_0p5b\graph_payloads\A03_layer15_head1.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,2,results\qwen_0p5b\graph_payloads\A03_layer15_head2.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,3,results\qwen_0p5b\graph_payloads\A03_layer15_head3.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,4,results\qwen_0p5b\graph_payloads\A03_layer15_head4.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,5,results\qwen_0p5b\graph_payloads\A03_layer15_head5.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,6,results\qwen_0p5b\graph_payloads\A03_layer15_head6.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,7,results\qwen_0p5b\graph_payloads\A03_layer15_head7.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,8,results\qwen_0p5b\graph_payloads\A03_layer15_head8.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,9,results\qwen_0p5b\graph_payloads\A03_layer15_head9.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,10,results\qwen_0p5b\graph_payloads\A03_layer15_head10.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,11,results\qwen_0p5b\graph_payloads\A03_layer15_head11.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,12,results\qwen_0p5b\graph_payloads\A03_layer15_head12.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,15,13,results\qwen_0p5b\graph_payloads\A03_layer15_head13.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,0,results\qwen_0p5b\graph_payloads\A03_layer23_head0.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,1,results\qwen_0p5b\graph_payloads\A03_layer23_head1.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,2,results\qwen_0p5b\graph_payloads\A03_layer23_head2.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,3,results\qwen_0p5b\graph_payloads\A03_layer23_head3.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,4,results\qwen_0p5b\graph_payloads\A03_layer23_head4.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,5,results\qwen_0p5b\graph_payloads\A03_layer23_head5.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,6,results\qwen_0p5b\graph_payloads\A03_layer23_head6.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,7,results\qwen_0p5b\graph_payloads\A03_layer23_head7.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,8,results\qwen_0p5b\graph_payloads\A03_layer23_head8.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,9,results\qwen_0p5b\graph_payloads\A03_layer23_head9.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,10,results\qwen_0p5b\graph_payloads\A03_layer23_head10.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,11,results\qwen_0p5b\graph_payloads\A03_layer23_head11.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,12,results\qwen_0p5b\graph_payloads\A03_layer23_head12.json
A03,descriptive_baseline,scene,,The old woman placed a warm loaf beside the wooden table.,23,13,results\qwen_0p5b\graph_payloads\A03_layer23_head13.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,0,results\qwen_0p5b\graph_payloads\A04_layer0_head0.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,1,results\qwen_0p5b\graph_payloads\A04_layer0_head1.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,2,results\qwen_0p5b\graph_payloads\A04_layer0_head2.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,3,results\qwen_0p5b\graph_payloads\A04_layer0_head3.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,4,results\qwen_0p5b\graph_payloads\A04_layer0_head4.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,5,results\qwen_0p5b\graph_payloads\A04_layer0_head5.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,6,results\qwen_0p5b\graph_payloads\A04_layer0_head6.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,7,results\qwen_0p5b\graph_payloads\A04_layer0_head7.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,8,results\qwen_0p5b\graph_payloads\A04_layer0_head8.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,9,results\qwen_0p5b\graph_payloads\A04_layer0_head9.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,10,results\qwen_0p5b\graph_payloads\A04_layer0_head10.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,11,results\qwen_0p5b\graph_payloads\A04_layer0_head11.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,12,results\qwen_0p5b\graph_payloads\A04_layer0_head12.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,0,13,results\qwen_0p5b\graph_payloads\A04_layer0_head13.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,0,results\qwen_0p5b\graph_payloads\A04_layer8_head0.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,1,results\qwen_0p5b\graph_payloads\A04_layer8_head1.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,2,results\qwen_0p5b\graph_payloads\A04_layer8_head2.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,3,results\qwen_0p5b\graph_payloads\A04_layer8_head3.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,4,results\qwen_0p5b\graph_payloads\A04_layer8_head4.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,5,results\qwen_0p5b\graph_payloads\A04_layer8_head5.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,6,results\qwen_0p5b\graph_payloads\A04_layer8_head6.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,7,results\qwen_0p5b\graph_payloads\A04_layer8_head7.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,8,results\qwen_0p5b\graph_payloads\A04_layer8_head8.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,9,results\qwen_0p5b\graph_payloads\A04_layer8_head9.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,10,results\qwen_0p5b\graph_payloads\A04_layer8_head10.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,11,results\qwen_0p5b\graph_payloads\A04_layer8_head11.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,12,results\qwen_0p5b\graph_payloads\A04_layer8_head12.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,8,13,results\qwen_0p5b\graph_payloads\A04_layer8_head13.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,15,0,results\qwen_0p5b\graph_payloads\A04_layer15_head0.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,15,1,results\qwen_0p5b\graph_payloads\A04_layer15_head1.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,15,2,results\qwen_0p5b\graph_payloads\A04_layer15_head2.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,15,3,results\qwen_0p5b\graph_payloads\A04_layer15_head3.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,15,4,results\qwen_0p5b\graph_payloads\A04_layer15_head4.json
A04,descriptive_baseline,scene,,The young artist sketched a blue bird beside the quiet river.,15,5,results\qwen_0p5b\graph_payloads\A04_layer15_head5.json
